Port_IDs,PnL,ROI,Sharpe Ratio,MDD,Win Rate,Total Positions,Win Positions,Score
4028427053699127040,0.17759927029597622,0.03852888608833082,0.5,,0.3706902993439242,0.017624773513424476,0.01244382993432423,
4028701921959171840,0.35506423061627895,0.045969867578444734,1.0,,0.67646633027209,0.11085488387415582,0.12893190459730383,
4029299190618134272,0.1861488874848818,0.04551385487526559,1.0,,0.39003066278795506,0.03557898204579147,0.02488765986864846,
4029422834086627072,0.17957778320901674,0.08341237671401396,0.5,,0.4641704783179094,0.014495140833470598,0.013135153819564467,
4029506971304830209,0.17499842361048215,0.042843682809058155,0.5,,0.07188065099457505,0.006259265359907758,0.0010369858278603526,
4029507714735307777,0.16461549098566966,0.03924081319507245,0.5,,0.04701627486437613,0.006423982869379015,0.000691323885240235,
4029749871687083265,0.189800422332204,0.11405058966760145,0.5,,0.5341784827026752,0.13869214297479823,0.12685793294158312,
4030392204221219329,0.1623611696055274,0.056942069477931026,0.5,,0.1172641208382087,0.011694943172459232,0.00276529554096094,
4030395639953224449,0.19871168207934325,0.03635622960914812,0.5,,0.21778473661770975,0.07873496952726075,0.029726927065330106,
4030555430101054209,0.18619909101350685,0.04565867370964865,0.5,,0.3295024883057104,0.017624773513424476,0.01106118216384376,
4030565764341697025,0.17945893566713966,0.060380172633876794,0.5,,0.6051666236114699,0.014989293361884369,0.017628759073625995,
4030626027667524352,0.19139163266293704,0.04367586666790156,0.5,,0.6202919696699237,0.03607313457420524,0.040096785343933634,
4030635536196756737,0.17698975804809222,0.03401132469451027,0.5,,0.6537769256353569,0.2108384121232087,0.2347044590390598,
4030708912786799105,0.16550402417467447,0.03785848447533162,0.5,,0.04153104279686558,0.007577005435677813,0.000691323885240235,
4031173908980084736,0.20993532476454657,0.045154660878285735,0.5,,0.4706851516978099,0.034755394498435184,0.029381265122709988,
4031181049693676544,0.20027051724561365,0.037438540482607995,1.0,,0.30116882028190606,0.047438642727721955,0.02523332181126858,
4031408429897920512,0.16240276741954407,0.043847560140293326,0.5,,0.06077713580029109,0.011200790644045461,0.00138264777048047,
4031414524297538817,0.178711028029256,0.05456699605676413,0.5,,0.45956481783416836,0.03788502717838906,0.031109574835810578,
4031451549482615297,0.1834266965299473,0.054940487776605366,1.0,,0.4808857587005488,0.01647175094712568,0.015209125475285171,
4031493134338259457,0.254066557294879,0.03129743326203984,0.5,,0.4504875949750004,0.3088453302586065,0.23608710680954026,
4031673021422897664,0.169912952472021,0.047205865197144314,0.5,,0.3917338534551513,0.03541426453632021,0.02488765986864846,
4032403303704824321,0.1708122687983407,0.07994041054959919,0.5,,0.6872177036790762,0.03442595947949267,0.04251641894227446,
4033614723417828608,0.20094627887243485,0.03418986342279591,0.5,,0.27767848381625243,0.08268818975457091,0.039751123401313516,
4033639786957934336,0.1801497080377115,0.03824113124145847,1.0,,0.20904887313858514,0.022236863778619668,0.008641548565502939,
4034359562055356161,0.2090369806953466,0.026792518282730878,0.5,,0.6097110538263245,0.12930324493493658,0.13515381956446595,
4034786679304751616,0.17627201640138193,0.11719699045312088,0.5,,0.4774129218705109,0.05056827540767583,0.04251641894227445,
4035034554469394176,0.17622749632680065,0.06416608659957293,0.5,,0.20818092338681987,0.06275737110854884,0.022813688212927757,
4035430878731345664,0.17594804609990156,0.10442128571175625,1.0,,0.6019668000894,0.01235381321034426,0.014863463532665053,
4036548677626662656,0.18546990436684843,0.05081216993111666,1.0,,0.5763491653442571,0.021907428759677154,0.023505012098167993,
4037073643537925121,0.16464513736287234,0.07897345159639435,0.5,,0.23186613579415988,0.07115796409158294,0.028689941237469756,
4037121179310444801,0.23219490184530095,0.033898126012888004,0.5,,0.6030463643732958,0.260418382474057,0.26685101970273073,
